日期,TTB,TTM,TTS,URL
2020-01-01,,,,
2020-01-02,,,,
2020-01-03,,,,
2020-01-04,,,,
2020-01-05,,,,
2020-01-06,107.12,108.12,109.12,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation200106.pdf
2020-01-07,107.45,108.45,109.45,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation200107.pdf
2020-01-08,106.85,107.85,108.85,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation200108.pdf
2020-01-09,108.25,109.25,110.25,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation200109.pdf
2020-01-10,108.55,109.55,110.55,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation200110.pdf
2020-01-11,,,,
2020-01-12,,,,
2020-01-13,,,,
2020-01-14,109.16,110.16,111.16,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation200114.pdf
2020-01-15,108.95,109.95,110.95,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation200115.pdf
2020-01-16,108.96,109.96,110.96,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation200116.pdf
2020-01-17,109.33,110.33,111.33,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation200117.pdf
2020-01-18,,,,
2020-01-19,,,,
2020-01-20,109.19,110.19,111.19,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation200120.pdf
2020-01-21,109.24,110.24,111.24,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation200121.pdf
2020-01-22,108.91,109.91,110.91,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation200122.pdf
2020-01-23,108.72,109.72,110.72,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation200123.pdf
2020-01-24,108.59,109.59,110.59,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation200124.pdf
2020-01-25,,,,
2020-01-26,,,,
