日期,TTB,TTM,TTS,URL
2026-01-01,,,,
2026-01-02,,,,
2026-01-03,,,,
2026-01-04,,,,
2026-01-05,156.29,157.29,158.29,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation260105.pdf
2026-01-06,155.71,156.71,157.71,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation260106.pdf
2026-01-07,155.66,156.66,157.66,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation260107.pdf
2026-01-08,155.85,156.85,157.85,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation260108.pdf
2026-01-09,156.14,157.14,158.14,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation260109.pdf
2026-01-10,,,,
2026-01-11,,,,
2026-01-12,,,,
2026-01-13,157.28,158.28,159.28,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation260113.pdf
2026-01-14,158.26,159.26,160.26,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation260114.pdf
2026-01-15,157.58,158.58,159.58,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation260115.pdf
2026-01-16,157.77,158.77,159.77,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation260116.pdf
2026-01-17,,,,
2026-01-18,,,,
2026-01-19,156.55,157.55,158.55,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation260119.pdf
2026-01-20,157.19,158.19,159.19,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation260120.pdf
2026-01-21,157.25,158.25,159.25,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation260121.pdf
2026-01-22,157.27,158.27,159.27,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation260122.pdf
2026-01-23,157.62,158.62,159.62,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation260123.pdf
2026-01-24,,,,
2026-01-25,,,,
2026-01-26,153.85,154.85,155.85,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation260126.pdf
2026-01-27,153.33,154.33,155.33,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation260127.pdf
2026-01-28,151.47,152.47,153.47,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation260128.pdf
2026-01-29,152.15,153.15,154.15,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation260129.pdf
2026-01-30,152.66,153.66,154.66,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation260130.pdf
2026-01-31,,,,
2026-02-01,,,,
2026-02-02,154.29,155.29,156.29,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation260202.pdf
2026-02-03,154.60,155.60,156.60,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation260203.pdf
2026-02-04,155.07,156.07,157.07,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation260204.pdf
2026-02-05,155.85,156.85,157.85,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation260205.pdf
2026-02-06,155.82,156.82,157.82,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation260206.pdf
2026-02-07,,,,
2026-02-08,,,,
2026-02-09,155.96,156.96,157.96,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation260209.pdf
2026-02-10,155.17,156.17,157.17,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation260210.pdf
2026-02-11,,,,
2026-02-12,152.33,153.33,154.33,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation260212.pdf
2026-02-13,151.95,152.95,153.95,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation260213.pdf
2026-02-14,,,,
2026-02-15,,,,
2026-02-16,152.09,153.09,154.09,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation260216.pdf
2026-02-17,152.34,153.34,154.34,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation260217.pdf
2026-02-18,152.24,153.24,154.24,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation260218.pdf
2026-02-19,153.79,154.79,155.79,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation260219.pdf
2026-02-20,154.15,155.15,156.15,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation260220.pdf
2026-02-21,,,,
2026-02-22,,,,
2026-02-23,,,,
2026-02-24,153.86,154.86,155.86,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation260224.pdf
2026-02-25,154.83,155.83,156.83,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation260225.pdf
2026-02-26,155.16,156.16,157.16,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation260226.pdf
2026-02-27,154.81,155.81,156.81,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation260227.pdf
2026-02-28,,,,
2026-03-01,,,,
2026-03-02,155.54,156.54,157.54,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation260302.pdf
2026-03-03,156.50,157.50,158.50,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation260303.pdf
2026-03-04,156.69,157.69,158.69,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation260304.pdf
2026-03-05,155.60,156.60,157.60,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation260305.pdf
2026-03-06,156.45,157.45,158.45,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation260306.pdf
2026-03-07,,,,
2026-03-08,,,,
2026-03-09,157.71,158.71,159.71,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation260309.pdf
2026-03-10,156.73,157.73,158.73,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation260310.pdf
