日期,TTB,TTM,TTS,URL
2019-01-01,,,,
2019-01-02,,,,
2019-01-03,,,,
2019-01-04,106.73,107.73,108.73,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation190104.pdf
2019-01-05,,,,
2019-01-06,,,,
2019-01-07,107.49,108.49,109.49,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation190107.pdf
2019-01-08,107.80,108.80,109.80,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation190108.pdf
2019-01-09,107.76,108.76,109.76,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation190109.pdf
2019-01-10,107.20,108.20,109.20,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation190110.pdf
2019-01-11,107.47,108.47,109.47,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation190111.pdf
2019-01-12,,,,
2019-01-13,,,,
2019-01-14,,,,
2019-01-15,107.42,108.42,109.42,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation190115.pdf
2019-01-16,107.49,108.49,109.49,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation190116.pdf
2019-01-17,108.00,109.00,110.00,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation190117.pdf
2019-01-18,108.36,109.36,110.36,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation190118.pdf
2019-01-19,,,,
2019-01-20,,,,
2019-01-21,108.68,109.68,110.68,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation190121.pdf
2019-01-22,108.69,109.69,110.69,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation190122.pdf
2019-01-23,108.47,109.47,110.47,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation190123.pdf
2019-01-24,108.60,109.60,110.60,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation190124.pdf
2019-01-25,108.78,109.78,110.78,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation190125.pdf
2019-01-26,,,,
2019-01-27,,,,
2019-01-28,108.32,109.32,110.32,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation190128.pdf
2019-01-29,108.21,109.21,110.21,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation190129.pdf
2019-01-30,108.43,109.43,110.43,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation190130.pdf
2019-01-31,107.98,108.98,109.98,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation190131.pdf
2019-02-01,107.91,108.91,109.91,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation190201.pdf
2019-02-02,,,,
2019-02-03,,,,
2019-02-04,108.53,109.53,110.53,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation190204.pdf
2019-02-05,109.03,110.03,111.03,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation190205.pdf
2019-02-06,108.88,109.88,110.88,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation190206.pdf
2019-02-07,108.95,109.95,110.95,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation190207.pdf
2019-02-08,108.87,109.87,110.87,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation190208.pdf
2019-02-09,,,,
2019-02-10,,,,
2019-02-11,,,,
2019-02-12,109.51,110.51,111.51,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation190212.pdf
2019-02-13,109.56,110.56,111.56,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation190213.pdf
2019-02-14,109.99,110.99,111.99,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation190214.pdf
2019-02-15,109.45,110.45,111.45,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation190215.pdf
2019-02-16,,,,
2019-02-17,,,,
2019-02-18,109.54,110.54,111.54,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation190218.pdf
2019-02-19,109.58,110.58,111.58,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation190219.pdf
2019-02-20,109.76,110.76,111.76,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation190220.pdf
2019-02-21,109.70,110.70,111.70,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation190221.pdf
2019-02-22,109.78,110.78,111.78,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation190222.pdf
2019-02-23,,,,
2019-02-24,,,,
2019-02-25,109.82,110.82,111.82,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation190225.pdf
2019-02-26,110.04,111.04,112.04,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation190226.pdf
2019-02-27,109.58,110.58,111.58,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation190227.pdf
2019-02-28,109.91,110.91,111.91,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation190228.pdf
2019-03-01,110.53,111.53,112.53,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation190301.pdf
2019-03-02,,,,
2019-03-03,,,,
2019-03-04,111.01,112.01,113.01,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation190304.pdf
2019-03-05,110.91,111.91,112.91,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation190305.pdf
2019-03-06,110.82,111.82,112.82,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation190306.pdf
2019-03-07,110.70,111.70,112.70,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation190307.pdf
2019-03-08,110.58,111.58,112.58,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation190308.pdf
2019-03-09,,,,
2019-03-10,,,,
2019-03-11,109.96,110.96,111.96,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation190311.pdf
2019-03-12,110.47,111.47,112.47,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation190312.pdf
2019-03-13,110.32,111.32,112.32,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation190313.pdf
2019-03-14,110.30,111.30,112.30,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation190314.pdf
2019-03-15,110.94,111.94,112.94,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation190315.pdf
2019-03-16,,,,
2019-03-17,,,,
2019-03-18,110.58,111.58,112.58,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation190318.pdf
2019-03-19,110.31,111.31,112.31,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation190319.pdf
2019-03-20,110.66,111.66,112.66,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation190320.pdf
2019-03-21,,,,
2019-03-22,109.73,110.73,111.73,https://www.mizuhobank.co.jp/market/historical/backnumber_b/pdf/fx-quotation190322.pdf
2019-03-23,,,,
2019-03-24,,,,
